N;CODIGO_PAIS;CODIGO_ENTIDAD;PROGRAMA;CODIGO_SNIP;CODIGO_UNIFICADO;NOMBRE;UNIDAD_EJECUTORA;DEPARTAMENTO;PROVINCIA;DISTRITO;POBLACION_BENEFICIADA_SSP;MONTO_ACTUALIZADO_PIP;MODALIDAD_FINANCIAMIENTO;TIPO_EJECUCION;ETAPA_INVERSION;ESTADO
N69;PE;11476;PNSU;224934;2162801;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL AA.HH EDMUNDO ROMERO DEL DISTRITO DE ZARUMILLA, PROVINCIA DE ZARUMILLA - TUMBES;MUNICIPALIDAD PROVINCIAL DE ZARUMILLA;TUMBES;ZARUMILLA;ZARUMILLA;760;3752499.75;Transferencia;Indirecta;OBRA;Concluido
N70;PE;11476;PNSU;164006;2176842;INSTALACION DEL INTERCEPTOR Y CONSTRUCCION DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE LA CIUDAD DE HUARAL, PROVINCIA DE HUARAL - LIMA;MUNICIPALIDAD PROVINCIAL DE HUARAL;LIMA;HUARAL;HUARAL;95556;103376376.2;Transferencia;Indirecta;OBRA;En Ejecución
N71;PE;11476;PNSU;162946;2156901;RENOVACION DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO EN LA JUNTA VECINAL JORGE BASADRE GROHMANN, DEL DISTRITO DE ALTO DE LA ALIANZA;MUNICIPALIDAD DISTRITAL DE ALTO DE LA ALIANZA;TACNA;TACNA;ALTO DE LA ALIANZA;765;1306234.71;Transferencia;Indirecta;OBRA;Concluido
N72;PE;11476;PNSU;5949;2017726;INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO BUENA VISTA;GOBIERNO REGIONAL LA LIBERTAD;LA LIBERTAD;VIRU;CHAO;0;4220237;Transferencia;Indirecta;OBRA;Concluido
N73;PE;11476;PNSU;69293;2068611;AMPLIACION DEL SISTEMA DE DESAGUE DE LA COMUNIDAD CAMPESINA DE HUANCHUY, DISTRITO DE BUENA VISTA ALTA - CASMA - ANCASH;MUNICIPALIDAD DISTRITAL DE BUENAVISTA ALTA;ANCASH;CASMA;BUENA VISTA ALTA;1105;1244809;Transferencia;Indirecta;OBRA;Concluido
N74;PE;11476;PNSU;267803;2238309;MEJORAMIENTO DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO CON CONEXIONES DOMICILIARIAS DE LAS CALLES COMPREDIDAS DENTRO DEL PERIMETRO AV. GRAN CHIMU, AV. LA PAZ, AV. PACHACUTEC Y AV. VICTOR RAUL HALLA DE LA TORRE, DISTRITO DE LA VICTORIA - CHICLAYO - LAM;MUNICIPALIDAD DISTRITAL DE LA VICTORIA;LAMBAYEQUE;CHICLAYO;LA VICTORIA;4212;4117441.89;Transferencia;Indirecta;OBRA;Concluido
N75;PE;11476;PNSU;85017;2074427;REHABILITACION Y MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO RAMON CASTILLA - CHONGOYAPE, DISTRITO DE CHONGOYAPE - CHICLAYO - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE CHONGOYAPE;LAMBAYEQUE;CHICLAYO;CHONGOYAPE;2550;1420239;Transferencia;Indirecta;OBRA;Concluido
N76;PE;11476;PNSU;339183;2300989;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE MACARI, DISTRITO DE MACARI - MELGAR - PUNO;MUNICIPALIDAD DISTRITAL DE MACARI;PUNO;MELGAR;MACARI;4634;12332563.7;Transferencia;Indirecta;OBRA;Paralizada
N77;PE;11476;PNSU;102218;2104250;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE, SISTEMA DE ALCANTARILLADO Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN EL ANEXO DE AQUICHA, DISTRITO DE YAUYOS, PROVINCIA DE YAUYOS - LIMA;MUNICIPALIDAD PROVINCIAL DE YAUYOS;LIMA;YAUYOS;YAUYOS;750;1815654;Transferencia;Indirecta;OBRA;Concluido
N78;PE;11476;PNSU;50551;2047066;AMPLIACION DE LAS REDES DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO DE LA UPIS LAS DELICIAS, PROVINCIA DE CHICLAYO - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE REQUE;LAMBAYEQUE;CHICLAYO;REQUE;2022;1422270.19;Transferencia;Indirecta;OBRA;Concluido
N79;PE;11476;PNSU;18719;2232276;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DE ALCANTARILLADO DEL CENTRO POBLADO DE SAN PEDRO DE MULLACA DEL DISTRITO DE PAZOS;MUNICIPALIDAD DISTRITAL DE PAZOS;HUANCAVELICA;TAYACAJA;PAZOS;983;836069;Transferencia;Indirecta;OBRA;Concluido
N80;PE;11476;PNSU;211471;2156362;MEJORAMIENTO, AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO CARLOS GUTIERREZ, DISTRITO DE POTONI - AZANGARO - PUNO;MUNICIPALIDAD DISTRITAL DE POTONI;PUNO;AZANGARO;POTONI;2865;4310285;Transferencia;Directa;OBRA;Concluido
N81;PE;11476;PNSU;169644;2183351;AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL II SECTOR DEL P.J. SANTA ANA DEL DISTRITO DE JOSE LEONARDO ORTIZ - CHICLAYO - LAMBAYEQUE;REGION LAMBAYEQUE-SEDE CENTRAL;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;1410;2568239.97;Transferencia;Indirecta;OBRA;En Ejecución
N82;PE;11476;PNSU;147244;2128484;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO EN EL CENTRO POBLADO DE PAMPAS, DISTRITO DE LUIS CARRANZA - LA MAR - AYACUCHO;MUNICIPALIDAD DISTRITAL DE LUIS CARRANZA;AYACUCHO;LA MAR;LUIS CARRANZA;660;894783.8;Transferencia;Directa;OBRA;Concluido
N83;PE;11476;PNSU;272795;2187665;INSTALACION , AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE SANEAMIENTO BASICO RURAL (AGUA POTABLE Y LETRINAS DE ARRASTRE HIDRAULICO) EN LA ZONA RURAL DE LA LOCALIDAD DE PACORA, DISTRITO DE PACORA - LAMBAYEQUE - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE PACORA;LAMBAYEQUE;LAMBAYEQUE;PACORA;3725;8785104.29;Transferencia;Indirecta;OBRA;Concluido
N84;PE;11476;PNSU;157434;2124954;INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN LA ASOCIACION DE VIVIENDA LOS MEDANOS DEL, DISTRITO DE SUBTANJALLA - ICA - ICA;MUNICIPALIDAD DISTRITAL DE SUBTANJALLA;ICA;ICA;SUBTANJALLA;3294;3264849;Transferencia;Indirecta;OBRA;Concluido
N85;PE;11476;PNSU;10519;2078297;INSTALACION DEL SISTEMA DE ALCANTARILLADOEN LA LOCALIDAD DE CONSUELO;GOBIERNO REGIONAL SAN MARTIN;SAN MARTIN;BELLAVISTA;SAN PABLO;5465;1847577;Transferencia;Directa;OBRA;Concluido
N86;PE;11476;PNSU;98645;2090509;AMPLIACION, MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE CUISPES, NUEVA ALIANZA, EL PORVENIR, FANRE Y LA COLMENA, DISTRITO DE CUISPES - BONGARA - AMAZONAS (Primera Etapa Concluida: localidades de FANRE y LA COLMENA, (Segunda Etapa: localidades CUISPES, NUEVA ALIANZA, EL PORVENIR;MUNICIPALIDAD DISTRITAL DE CUISPES;AMAZONAS;BONGARA;CUISPES;382;5245768;Transferencia;Indirecta;OBRA;Concluido
N87;PE;11476;PNSU;121502;2106813;MEJORAMIENTO DE AGUA POTABLE Y AMPLIACION DEL ALCANTARILLADO DEL CERCADO COSPAN;MUNICIPALIDAD DISTRITAL DE COSPAN;CAJAMARCA;CAJAMARCA;COSPAN;680;916671.03;Transferencia;Indirecta;OBRA;Concluido
N88;PE;11476;PNSU;27692;2027765;SECTORIZACION DEL SISTEMA DE DISTRIBUCION DE AGUA POTABLE DE CHACHAPOYAS;EMPRESA MUNICIPAL DE SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DE AMAZONAS S.R.L;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;22094;2135621;Transferencia;Indirecta;OBRA;Concluido
N89;PE;11476;PNSU;226304;2226496;MEJORAMIENTO, INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LONYA GRANDE Y SUS CENTROS POBLADOS DE NUEVA YORK, ROBLEPAMPA, SANTA CRUZ, HUAYLLA Y YUNGAY LONYA GRANDE, DISTRITO DE LONYA GRANDE - UTCUBAMBA - AMAZONAS;MUNICIPALIDAD DISTRITAL DE LONYA GRANDE;AMAZONAS;UTCUBAMBA;LONYA GRANDE;5083;15801522;Transferencia;Indirecta;OBRA;Paralizada
N90;PE;11476;PNSU;38962;2125481;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DEL ALCANTARILLADO DE MESONES MURO MESONES MURO, DISTRITO DE MANUEL ANTONIO MESONES MURO - FERRENAFE - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE MANUEL ANTONIO MESONES MURO;LAMBAYEQUE;FERREÑAFE;MANUEL ANTONIO MESONES MURO;6500;981504;Transferencia;Indirecta;OBRA;Concluido
N91;PE;11476;PNSU;57346;2130832;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO EN LA LOCALIDAD DE SINSICAP;MUNICIPALIDAD DISTRITAL DE SINSICAP;LA LIBERTAD;OTUZCO;SINSICAP;1234;2086820;Transferencia;Indirecta;OBRA;Concluido
N92;PE;11476;PNSU;26148;2030554;MEJORAMIENTO Y AMPLIACION DEL ABASTECIMIENTO DE AGUA POTABLE DEL SECTOR OESTE DE PIURA, AH SAN SEBASTIAN, URB POPULAR LUIS PAREDES MACEDA Y LUIS ALBERTO SANCHEZ;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO GRAU S.A.;PIURA;PIURA;PIURA;26389;1311321;Transferencia;Indirecta;OBRA;Concluido
N93;PE;11476;PNSU;306390;2266912;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LOS SECTORES 6 Y 7 DEL A.H. SANTA ROSA, DEL DISTRITO 26 DE OCTUBRE Y PROVÍNCIA DE PIURA;REGION PIURA-SEDE CENTRAL;PIURA;PIURA;PIURA;3725;4957404.48;Transferencia;Indirecta;OBRA;Concluido
N94;PE;11476;PNSU;47680;2064878;REHABILITACION DEL SISTEMA GENERAL DE ALCANTARILLADO DEL HUP JAVIER HERAUD, DISTRITO DE SANTA - SANTA - ANCASH;MUNICIPALIDAD DISTRITAL DE SANTA;ANCASH;SANTA;SANTA;3930;1962648;Transferencia;Indirecta;OBRA;Concluido
N95;PE;11476;PNSU;30192;2116410;RECUPERACION, AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE LA JALCA - II ETAPA;MUNICIPALIDAD DISTRITAL DE JALCA GRANDE;AMAZONAS;CHACHAPOYAS;LA JALCA;3028;5865430.46;Transferencia;Indirecta;OBRA;Concluido
N96;PE;11476;PNSU;7963;2045133;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA LOCALIDAD DE TICRAPO;MUNICIPALIDAD DISTRITAL DE TICRAPO;HUANCAVELICA;CASTROVIRREYNA;TICRAPO;1596;1042034;Transferencia;Indirecta;OBRA;Concluido
N97;PE;11476;PNSU;356339;2319393;MEJORAMIENTO DEL SERVICIO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LOS 07  ASENTAMIENTOS HUMANOS DEL SECTOR DE UMAPALCA, DISTRITO DE SABANDIA, PROVINCIA DE AREQUIPA - AREQUIPA;MUNICIPALIDAD DISTRITAL DE SABANDIA;AREQUIPA;AREQUIPA;SABANDIA;4815;7745853.03;Transferencia;Indirecta;OBRA;Concluido
N98;PE;11476;PNSU;60341;2065902;CONSTRUCCION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO SAN JOSE, PROVINCIA DE VIRU - LA LIBERTAD;MUNICIPALIDAD PROVINCIAL DE VIRU;LA LIBERTAD;VIRU;VIRU;4012;2777252;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N99;PE;11476;PNSU;195590;2152549;MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO E INSTALACION DE CONEXIONES DOMICILIARIAS DE AGUA POTABLE EN EL SECTOR JOSE OLAYA, DISTRITO DE SANTA ROSA - CHICLAYO - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE SANTA ROSA;LAMBAYEQUE;CHICLAYO;SANTA ROSA;1974;3427566.76;Transferencia;Indirecta;OBRA;Concluido
N100;PE;11476;PNSU;43461;2045568;AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA Y DESAGUE DEL ASENTAMIENTO HUMANO TECHO PROPIO - YANACANCHA;GOBIERNO REGIONAL PASCO;PASCO;PASCO;YANACANCHA;1312;983265;Transferencia;Indirecta;OBRA;Concluido
N101;PE;11476;PNSU;349219;2312047;MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y DE ALCANTARILLADO SANITARIO EN EL JR. MARTINEZ DE COMPAGÑON CUADRAS DEL 07 AL 15, EN EL SECTOR HUAYCO, DISTRITO DE TARAPOTO, PROVINCIA DE SAN MARTIN - SAN MARTIN;MUNICIPALIDAD PROVINCIAL DE SAN MARTIN - TARAPOTO;SAN MARTIN;SAN MARTIN;TARAPOTO;3202;1872767.24;Transferencia;Indirecta;OBRA;Concluido
N102;PE;11476;PNSU;152922;2323828;INSTALACION DE REDES DE AGUA Y ALCANTARILLADO EN LE FUNDO PARA, DEL CENTRO POBLADO MENOR AUGUSTO B. LEGUIA, DEL DISTRITO, PROVINCIA Y DEPARTAMENTO DE TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;2745;3049671.11;Transferencia;Indirecta;OBRA;Concluido
N103;PE;11476;PNSU;112675;2090772;MEJORAMIENTO, AMPLIACIÓN DE LA RED DE DISTRIBUCIÓN DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE TAMBURCO DISTRITO DE TAMBURCO - ABANCAY - APURÍMAC.;MUNICIPALIDAD DISTRITAL DE TAMBURCO;APURIMAC;ABANCAY;TAMBURCO;13555;10240268.05;Transferencia;Indirecta;OBRA;Concluido
N104;PE;11476;PNSU;45644;2043140;CONSTRUCCION DE LOS SISTEMAS DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO LA GRAMA, DISTRITO DE PAIJAN - ASCOPE - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE PAIJAN;LA LIBERTAD;ASCOPE;PAIJAN;590;642742;Transferencia;Directa;OBRA;Concluido
N105;PE;11476;PNSU;6337;2087531;REHABILITACIÓN Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE REQUENA - LORETO;MUNICIPALIDAD PROVINCIAL DE REQUENA;LORETO;REQUENA;REQUENA;22761;26765869.85;Transferencia;Indirecta;OBRA;Paralizada
N106;PE;11476;PNSU;112136;2132673;AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN LA LOCALIDAD DE MOYOBAMBA, PROVINCIA DE MOYOBAMBA - SAN MARTIN;MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;54974;62621681.35;Transferencia;Indirecta;OBRA;Paralizada
N107;PE;11476;PNSU;53844;2065269;MEJORAMIENTO Y REHABILITACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE SANDIA, PROVINCIA DE SANDIA - PUNO;MUNICIPALIDAD PROVINCIAL DE SANDIA;PUNO;SANDIA;SANDIA;4975;8343957;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N108;PE;11476;PNSU;337580;2302709;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LAS CALLES DEL PP.JJ. VISTA ALEGRE, LA PAZ Y CENTRO POBLADO DE QUICAPATA, DEL, DISTRITO DE CARMEN ALTO - HUAMANGA - AYACUCHO;MUNICIPALIDAD DISTRITAL DE CARMEN ALTO;AYACUCHO;HUAMANGA;CARMEN ALTO;2246;5686796.42;Transferencia;Indirecta;OBRA;Concluido
N109;PE;11476;PNSU;43144;2054323;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO EN LA CIUDAD DEL PESCADOR - SECHURA, PROVINCIA DE SECHURA - PIURA (POR ANULAR;MUNICIPALIDAD PROVINCIAL DE SECHURA;PIURA;SECHURA;SECHURA;3211;4018107.62;Transferencia;Otra Modalidad;OBRA;Concluido
N110;PE;11476;PNSU;30414;2036255;INSTALACION DEL SISTEMA DE ALCANTARILLADO Y EDUCACION SANITARIA EN EL DISTRITO DE HUAYANA, PROVINCIA DE ANDAHUAYLAS Y DEPARTAMENTO DE APURIMAC;MUNICIPALIDAD DISTRITAL DE HUAYANA;APURIMAC;ANDAHUAYLAS;HUAYANA;856;718269;Transferencia;Indirecta;OBRA;Concluido
N111;PE;11476;PNSU;28453;2030598;MEJORAMIENTO DE REDES DE ALCANTARILLADO DEL SECTOR EL GOLF;SEDALIB S. A.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;12700;1693629;Transferencia;Directa;OBRA;Concluido
N112;PE;11476;PNSU;64041;2066968;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE E INSTALACIÓN DEL SISTEMA DE ALCANTARILLADO DE LA LOCALIDAD DE QUIRCÁN, PROVINCIA DE AMBO - HUANUCO;MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO;HUANUCO;AMBO;SAN FRANCISCO;905;1447522;Transferencia;Indirecta;OBRA;Concluido
N113;PE;11476;PNSU;8819;2018926;SISTEMA DE ALCANTARILLADO EN EL CENTRO POBLADO MENOR EL PORVENIR;GOBIERNO REGIONAL LIMA;LIMA;BARRANCA;SUPE;0;1310042;Transferencia;Indirecta;OBRA;Concluido
N114;PE;11476;PNSU;29792;2039021;MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN LA LOCALIDAD DE VILLA PERENE - PERENE - CHANCHAMAYO - JUNIN;MUNICIPALIDAD DISTRITAL DE PERENE;JUNIN;CHANCHAMAYO;PERENE;8986;9402565.25;Transferencia;Indirecta;OBRA;Concluido
N115;PE;11476;PNSU;32789;2030275;CAPTACION RIO MAPACHO-CONSTRUCCION PREFILTRO RIO PUYUCALLA-CONSTRUCCION LINEA DE IMPULSION- CONSTRUCCION RESERVORIO 400M3;SEDACUSCO S.A;CUSCO;PAUCARTAMBO;PAUCARTAMBO;3800;1069750;Transferencia;Indirecta;OBRA;Concluido
N116;PE;11476;PNSU;191429;2150529;INSTALACION, MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCATARILLADO EN SIETE CALLES DE LA CIUDAD DE TONGOD Y CENTROS POBLADOS QUELLAHORCO Y CHILAL DE LA MERCED, DISTRITO DE TONGOD - SAN MIGUEL - CAJAMARCA;MUNICIPALIDAD DISTRITAL DE TONGOD;CAJAMARCA;SAN MIGUEL;TONGOD;2050;4165317.95;Transferencia;Indirecta;OBRA;Concluido
N117;PE;11476;PNSU;172251;2142874;MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD TRINIDAD, DISTRITO DE CUPISNIQUE,PROVINCIA DE CONTUMAZA ,DEPARTAMENTO DE CAJAMARCA;MUNICIPALIDAD DISTRITAL DE CUPISNIQUE;CAJAMARCA;CONTUMAZA;CUPISNIQUE;1698;2348684.38;Transferencia;Indirecta;OBRA;Concluido
N118;PE;11476;PNSU;255668;2182824;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL, DISTRITO DE HUERTAS - JAUJA - JUNIN;MUNICIPALIDAD DISTRITAL DE HUERTAS;JUNIN;JAUJA;HUERTAS;4450;10192494.55;Transferencia;Indirecta;OBRA;Concluido
N119;PE;11476;PNSU;182951;2145159;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA CIUDAD DE PAMPAS, DISTRITO DE PAMPAS, PROVINCIA DE TAYACAJA - HUANCAVELICA;MUNICIPALIDAD PROVINCIAL DE TAYACAJA;HUANCAVELICA;TAYACAJA;PAMPAS;6175;11800467.21;Transferencia;Indirecta;OBRA;Paralizada
N120;PE;11476;PNSU;73827;2078292;INSTALACIÓN DE REDES PRIMARIAS Y SECUNDARIAS DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LOS PUEBLOS JÓVENES DE LAS PARTES ALTAS DEL DISTRITO DE MIRAFLORES - PROVINCIA DE AREQUIPA;MUNICIPALIDAD DISTRITAL DE MIRAFLORES;AREQUIPA;AREQUIPA;MIRAFLORES;7692;16209610.76;Transferencia;Indirecta;OBRA;Concluido
N121;PE;11476;PNSU;144500;2126437;MEJORAMIENTO DE LA RED DE ALCANTARILLADO DE LOS AH. VICTOR RAUL H. DE LA TORRE, AH. CESAR VALLEJO, AH. LAS PALMERAS, AH. CRUCE SANTA Y AH. SANTA CRUZ, DISTRITO DE SANTA - SANTA - ANCASH;MUNICIPALIDAD DISTRITAL DE SANTA;ANCASH;SANTA;SANTA;1860;1057676;Transferencia;Indirecta;OBRA;Concluido
N122;PE;11476;PNSU;206499;2153601;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE, ALCANTARILLADO Y CONSTRUCCION DE PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN LA CIUDAD DE CHUQUIBAMBILLA, DISTRITO DE CHUQUIBAMBILLA, PROVINCIA DE GRAU - APURIMAC;MUNICIPALIDAD PROVINCIAL DE GRAU;APURIMAC;GRAU;CHUQUIBAMBILLA;3456;7256418.6;Transferencia;Indirecta;OBRA;Concluido
N123;PE;11476;PNSU;125095;2101969;INSTALACION DEL SISTEMA DE ALCANTARILLADO DEL CC.PP. BELLAVISTA - DISTRITO DE COVIRIALI, PROVINCIA DE SATIPO - JUNIN;MUNICIPALIDAD DISTRITAL DE COVIRIALI;JUNIN;SATIPO;COVIRIALI;803;345158.43;Transferencia;Directa;OBRA;Concluido
N124;PE;11476;PNSU;53976;2047386;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA LOCALIDAD DE POMAHUACA Y ANEXOS, PROVINCIA DE JAEN - CAJAMARCA;MUNICIPALIDAD DISTRITAL DE POMAHUACA;CAJAMARCA;JAEN;POMAHUACA;3050;4785746.09;Transferencia;Directa;OBRA;Concluido
N125;PE;11476;PNSU;179963;2147005;MEJORAMIENTO DEL SISTEMA DE EVACUACION DE LAS AGUAS SERVIDAS DE LA CAMARA CENTRAL TALARA - TALARA - PIURA;MUNICIPALIDAD PROVINCIAL DE TALARA;PIURA;TALARA;PARIÑAS;81658;11751800.23;Transferencia;Indirecta;OBRA;Concluido
N126;PE;11476;PNSU;71815;2069488;CONSTRUCCION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN LAS LOCALIDADES DE SAN PABLO DE LANJAS, HIGUERAS, HUACALLE Y HUAYOCOTO, DISTRITO DE QUISQUI - HUANUCO - HUANUCO;MUNICIPALIDAD DISTRITAL DE QUISQUI;HUANUCO;HUANUCO;QUISQUI;1165;3288936;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N127;PE;11476;PNSU;103340;2090511;MEJORAMIENTO Y AMPLIACION DE SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO LOCALIDAD DE MOTUPE, DISTRITO DE MOTUPE - LAMBAYEQUE - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE MOTUPE;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;13601;24428489.43;Transferencia;Indirecta;OBRA;Concluido
N128;PE;11476;PNSU;175709;2147841;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE E INSTALACIÓN DEL SISTEMA DE ALCANTARILLADO EN EL CENTRO POBLADO SAN MARCOS - SORITOR, DISTRITO DE SORITOR - MOYOBAMBA - SAN MARTIN;MUNICIPALIDAD DISTRITAL DE SORITOR;SAN MARTIN;MOYOBAMBA;SORITOR;2279;5488206;Transferencia;Indirecta;OBRA;Concluido
N129;PE;11476;PNSU;288235;2243107;MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y DESAGUE EN LOS PASAJES PACHITEA Y LAS DELICIAS DEL A.H. NUEVA VENECIA - VILLA PUNCHANA, DISTRITO DE PUNCHANA - MAYNAS - LORETO;MUNICIPALIDAD DISTRITAL DE PUNCHANA;LORETO;MAYNAS;PUNCHANA;250;458796.55;Transferencia;Directa;OBRA;Concluido
N130;PE;11476;PNSU;219172;2188705;MEJORAMIENTO DE LAS REDES DE AGUA, DESAGUE Y CONEXIONES DOMICILIARIAS,  CUYOS SECTORES COMPRENDE LA CALLE SUCRE,  ROSARIO, AV. SAN MARTIN, JORGE CHAVEZ, ROSSEL,  GRAU, ASOC.  PRO VIVIENDA SAN FRANCISCO, PSJE LOS RIOS, PEDRO RONCEROS CALDERON, LEOPOLDO CARRILLO, GERARDO SOTELO Y LA PROLONG. SAN CARLOS, PROVINCIA DE CHINCHA - ICA;MUNICIPALIDAD PROVINCIAL DE CHINCHA - CHINCHA ALTA;ICA;CHINCHA;CHINCHA ALTA;4480;5093522.46;Transferencia;Indirecta;OBRA;Concluido
N131;PE;11476;PNSU;63876;2066938;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE E INSTALACIÓN DEL SISTEMA DE ALCANTARILLADO DE LA LOCALIDAD DE ACOCHACÁN, PROVINCIA DE AMBO - HUANUCO;MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO;HUANUCO;AMBO;SAN FRANCISCO;405;737019;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N132;PE;11476;PNSU;156697;2234766;MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS SERVIDAS DE LA CIUDAD DE PUERTO MALDONADO.;MUNICIPALIDAD PROVINCIAL DE TAMBOPATA;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;109282;131573938;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N133;PE;11476;PNSU;32386;2031637;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE DEL SECTOR SAN PEDRO - EL TAMBO;EMPRESA DE SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO MUNICIPAL DE HUANCAYO;JUNIN;HUANCAYO;EL TAMBO;12104;2519378;Transferencia;Indirecta;OBRA;Concluido
